,Food Sales Alphabetical,,,,,,,,
,"June 01, 2021 - June 30, 2021",,,,,,,,
Food Name,,Menu Price,,,Quantity,,Gross,Discount,Net
(4 oz) Homemade Roasted Chili Oil,,,$8.00,5,,,40,0,40
(8oz) Homemade Roasted Chili Oil,,,$15.00,1,,,15,0,15
A1 Madam Roll,,,$4.50,247,,,1111.5,2,1109.5
A1 Madam Rolls,,,$4.50,114,,,524.25,0,524.25
A1 Madam Rolls (Veg),,,$4.50,2,,,9,0,9
A1 Sauce,,,$0.75,3,,,2.25,0,2.25
A11 Edamame,,,$5.50,45,,,247.5,0,247.5
A11 Roasted Chili Edamame *,,,$5.50,17,,,95,0,95
A2 Fresh Spring Rolls,,,$4.95,73,,,371.1,0,371.1
A2 Fresh Spring Rolls (GF),,,$4.95,6,,,31.2,0,31.2
A2 Sauce,,,$0.75,8,,,6,0,6
A2 Spring Roll,,,$4.95,181,,,895.95,0,895.95
A3 Brussels,,,$6.50,72,,,468,0,468
A3 Brussels Sprout *,,,$6.50,61,,,396.5,0,396.5
A3 Brussels Sprout * (GF),,,$7.50,3,,,22.5,0,22.5
A3 Brussels Sprout * (Veg),,,$6.95,4,,,27.35,0,27.35
A4 Sauce,,,$0.75,2,,,1.5,0,1.5
A4 Thai Gyoza,,,$5.50,211,,,1170.25,0,1170.25
Asahi,,,$3.00,7,,,21,0,21
Brown Rice,,,$3.00,1,,,3,0,3
Chang,,,$3.00,8,,,24,0,24
D1 Rice Mango,,,$6.50,50,,,325.75,0,325.75
D1 Sweet Coconut Sticky Rice with Mango,,,$6.50,27,,,179.5,0,179.5
D2 Rice Custard,,,$5.50,19,,,104.5,0,104.5
D2 Sweet Coconut Sticky Rice with Thai Egg Custard,,,$5.50,6,,,33,0,33
Diet Dr.Pepper,,,$2.50,4,,,10,0,10
Diet Pepso,,,$2.50,19,,,47.5,0.63,46.87
Dr. Pepper,,,$2.50,4,,,10,0,10
Dr.Pepper,,,$2.50,16,,,40,0,40
Extra A1 Sauce (Homemade Sweet and Sour Sauce),,,$0.75,4,,,3,0,3
